"Time","cpu_usage"
2023-09-08 02:20:40,17.0%
2023-09-08 02:20:45,10.4%
2023-09-08 02:20:50,6.60%
2023-09-08 02:20:55,15.4%
2023-09-08 02:21:00,14.6%
2023-09-08 02:21:05,10.8%
2023-09-08 02:21:10,10.8%
2023-09-08 02:21:15,11.4%
2023-09-08 02:21:20,18.6%
2023-09-08 02:21:25,9.80%
2023-09-08 02:21:30,9.00%
2023-09-08 02:21:35,12.4%
2023-09-08 02:21:40,5.60%
2023-09-08 02:21:45,12.0%
2023-09-08 02:21:50,11.2%
2023-09-08 02:21:55,9.60%
2023-09-08 02:22:00,15.6%
2023-09-08 02:22:05,13.0%
2023-09-08 02:22:10,11.2%
2023-09-08 02:22:15,17.0%
2023-09-08 02:22:20,14.4%
2023-09-08 02:22:25,11.8%
2023-09-08 02:22:30,21.8%
2023-09-08 02:22:35,6.20%
2023-09-08 02:22:40,15.4%
2023-09-08 02:22:45,14.4%
2023-09-08 02:22:50,5.40%
2023-09-08 02:22:55,17.2%
2023-09-08 02:23:00,9.60%
2023-09-08 02:23:05,10.0%
2023-09-08 02:23:10,21.2%
2023-09-08 02:23:15,12.2%
2023-09-08 02:23:20,12.6%
2023-09-08 02:23:25,14.4%
2023-09-08 02:23:30,19.6%
2023-09-08 02:23:35,3.60%
2023-09-08 02:23:40,15.4%
2023-09-08 02:23:45,11.2%
2023-09-08 02:23:50,9.60%
2023-09-08 02:23:55,7.00%
2023-09-08 02:24:00,11.0%
2023-09-08 02:24:05,14.4%
2023-09-08 02:24:10,22.2%
2023-09-08 02:24:15,17.4%
2023-09-08 02:24:20,9.80%
2023-09-08 02:24:25,14.8%
2023-09-08 02:24:30,5.00%
2023-09-08 02:24:35,5.80%
2023-09-08 02:24:40,11.2%
2023-09-08 02:24:45,13.0%
2023-09-08 02:24:50,11.0%
2023-09-08 02:24:55,5.80%
2023-09-08 02:25:00,10.8%
2023-09-08 02:25:05,17.8%
2023-09-08 02:25:10,22.8%
2023-09-08 02:25:15,13.4%
2023-09-08 02:25:20,7.40%
2023-09-08 02:25:25,13.6%
2023-09-08 02:25:30,11.4%
2023-09-08 02:25:35,10.0%
2023-09-08 02:25:40,9.60%
2023-09-08 02:25:45,19.0%
2023-09-08 02:25:50,14.4%
2023-09-08 02:25:55,10.6%
2023-09-08 02:26:00,15.0%
2023-09-08 02:26:05,16.4%
2023-09-08 02:26:10,7.40%
2023-09-08 02:26:15,22.2%
2023-09-08 02:26:20,16.4%
2023-09-08 02:26:25,17.2%
2023-09-08 02:26:30,12.6%
2023-09-08 02:26:35,15.2%
2023-09-08 02:26:40,7.20%
2023-09-08 02:26:45,5.20%
2023-09-08 02:26:50,7.20%
2023-09-08 02:26:55,8.20%
2023-09-08 02:27:00,15.4%
2023-09-08 02:27:05,7.40%
2023-09-08 02:27:10,16.8%
2023-09-08 02:27:15,15.2%
2023-09-08 02:27:20,10.4%
2023-09-08 02:27:25,13.0%
2023-09-08 02:27:30,18.8%
2023-09-08 02:27:35,10.8%
2023-09-08 02:27:40,5.80%
2023-09-08 02:27:45,5.20%
2023-09-08 02:27:50,14.4%
2023-09-08 02:27:55,16.6%
2023-09-08 02:28:00,20.0%
2023-09-08 02:28:05,19.8%
2023-09-08 02:28:10,20.0%
2023-09-08 02:28:15,16.2%
2023-09-08 02:28:20,17.6%
2023-09-08 02:28:25,17.8%
2023-09-08 02:28:30,9.60%
2023-09-08 02:28:35,14.8%
2023-09-08 02:28:40,20.6%
2023-09-08 02:28:45,7.20%
2023-09-08 02:28:50,19.4%
2023-09-08 02:28:55,15.8%
2023-09-08 02:29:00,9.80%
2023-09-08 02:29:05,11.8%
2023-09-08 02:29:10,19.6%
2023-09-08 02:29:15,7.60%
2023-09-08 02:29:20,11.2%
2023-09-08 02:29:25,14.8%
2023-09-08 02:29:30,19.0%
2023-09-08 02:29:35,16.2%
2023-09-08 02:29:40,14.6%
2023-09-08 02:29:45,8.40%
2023-09-08 02:29:50,4.60%
2023-09-08 02:29:55,14.2%
2023-09-08 02:30:00,11.4%
2023-09-08 02:30:05,14.2%
2023-09-08 02:30:10,9.60%
2023-09-08 02:30:15,8.60%
2023-09-08 02:30:20,6.80%
2023-09-08 02:30:25,16.2%
2023-09-08 02:30:30,26.0%
2023-09-08 02:30:35,17.2%
2023-09-08 02:30:40,27.2%
2023-09-08 02:30:45,17.4%
2023-09-08 02:30:50,11.2%
2023-09-08 02:30:55,21.4%
2023-09-08 02:31:00,15.4%
2023-09-08 02:31:05,18.8%
2023-09-08 02:31:10,18.0%
2023-09-08 02:31:15,20.0%
2023-09-08 02:31:20,8.80%
2023-09-08 02:31:25,10.4%
2023-09-08 02:31:30,4.80%
2023-09-08 02:31:35,16.8%
2023-09-08 02:31:40,17.4%
2023-09-08 02:31:45,18.6%
2023-09-08 02:31:50,17.0%
2023-09-08 02:31:55,20.8%
2023-09-08 02:32:00,11.2%
2023-09-08 02:32:05,5.60%
2023-09-08 02:32:10,16.4%
2023-09-08 02:32:15,14.4%
2023-09-08 02:32:20,19.0%
2023-09-08 02:32:25,8.00%
2023-09-08 02:32:30,14.0%
2023-09-08 02:32:35,15.6%
2023-09-08 02:32:40,20.8%
2023-09-08 02:32:45,15.0%
2023-09-08 02:32:50,17.4%
2023-09-08 02:32:55,22.4%
2023-09-08 02:33:00,14.2%
2023-09-08 02:33:05,16.2%
2023-09-08 02:33:10,17.2%
2023-09-08 02:33:15,17.8%
2023-09-08 02:33:20,18.2%
2023-09-08 02:33:25,8.60%
2023-09-08 02:33:30,15.0%
2023-09-08 02:33:35,9.20%
2023-09-08 02:33:40,14.6%
2023-09-08 02:33:45,13.6%
2023-09-08 02:33:50,10.0%
2023-09-08 02:33:55,25.4%
2023-09-08 02:34:00,9.80%
2023-09-08 02:34:05,15.0%
2023-09-08 02:34:10,12.2%
2023-09-08 02:34:15,14.6%
2023-09-08 02:34:20,5.40%
2023-09-08 02:34:25,16.2%
2023-09-08 02:34:30,5.60%
2023-09-08 02:34:35,5.60%
2023-09-08 02:34:40,14.8%
2023-09-08 02:34:45,8.60%
2023-09-08 02:34:50,8.60%
2023-09-08 02:34:55,3.00%
2023-09-08 02:35:00,11.0%
2023-09-08 02:35:05,18.8%
2023-09-08 02:35:10,16.2%
2023-09-08 02:35:15,15.8%
2023-09-08 02:35:20,33.8%
2023-09-08 02:35:25,21.6%
2023-09-08 02:35:30,23.4%
2023-09-08 02:35:35,28.4%
2023-09-08 02:35:40,25.2%
2023-09-08 02:35:45,30.4%
2023-09-08 02:35:50,37.2%
2023-09-08 02:35:55,36.4%
2023-09-08 02:36:00,29.0%
2023-09-08 02:36:05,13.6%
2023-09-08 02:36:10,4.40%
2023-09-08 02:36:15,24.6%
2023-09-08 02:36:20,25.4%
2023-09-08 02:36:25,18.8%
2023-09-08 02:36:30,26.4%
2023-09-08 02:36:35,21.8%
2023-09-08 02:36:40,23.2%
2023-09-08 02:36:45,13.8%
2023-09-08 02:36:50,13.4%
2023-09-08 02:36:55,8.60%
2023-09-08 02:37:00,5.00%
2023-09-08 02:37:05,19.4%
2023-09-08 02:37:10,19.0%
2023-09-08 02:37:15,11.2%
2023-09-08 02:37:20,8.80%
2023-09-08 02:37:25,13.4%
2023-09-08 02:37:30,12.4%
2023-09-08 02:37:35,23.4%
2023-09-08 02:37:40,16.0%
2023-09-08 02:37:45,13.8%
2023-09-08 02:37:50,9.60%
2023-09-08 02:37:55,6.00%
2023-09-08 02:38:00,14.2%
2023-09-08 02:38:05,15.8%
2023-09-08 02:38:10,17.0%
2023-09-08 02:38:15,12.8%
2023-09-08 02:38:20,18.8%
2023-09-08 02:38:25,19.2%
2023-09-08 02:38:30,12.6%
2023-09-08 02:38:35,14.4%
2023-09-08 02:38:40,11.8%
2023-09-08 02:38:45,12.4%
2023-09-08 02:38:50,9.00%
2023-09-08 02:38:55,13.2%
2023-09-08 02:39:00,23.0%
2023-09-08 02:39:05,16.6%
2023-09-08 02:39:10,16.8%
2023-09-08 02:39:15,19.2%
2023-09-08 02:39:20,15.6%
2023-09-08 02:39:25,15.4%
2023-09-08 02:39:30,12.8%
2023-09-08 02:39:35,15.4%
2023-09-08 02:39:40,16.2%
2023-09-08 02:39:45,12.2%
2023-09-08 02:39:50,5.60%
2023-09-08 02:39:55,14.8%
2023-09-08 02:40:00,20.2%
2023-09-08 02:40:05,18.0%
2023-09-08 02:40:10,19.2%
2023-09-08 02:40:15,18.0%
2023-09-08 02:40:20,12.4%
2023-09-08 02:40:25,13.8%
2023-09-08 02:40:30,22.0%
2023-09-08 02:40:35,18.6%
2023-09-08 02:40:40,16.0%
2023-09-08 02:40:45,13.8%
2023-09-08 02:40:50,15.6%
2023-09-08 02:40:55,13.6%
2023-09-08 02:41:00,17.8%
2023-09-08 02:41:05,10.8%
2023-09-08 02:41:10,14.6%
2023-09-08 02:41:15,12.6%
2023-09-08 02:41:20,7.80%
2023-09-08 02:41:25,15.4%
2023-09-08 02:41:30,15.8%
2023-09-08 02:41:35,13.6%
2023-09-08 02:41:40,16.2%
2023-09-08 02:41:45,4.00%
2023-09-08 02:41:50,16.6%
2023-09-08 02:41:55,20.6%
2023-09-08 02:42:00,15.6%
2023-09-08 02:42:05,14.8%
2023-09-08 02:42:10,20.0%
2023-09-08 02:42:15,16.8%
2023-09-08 02:42:20,14.4%
2023-09-08 02:42:25,10.6%
2023-09-08 02:42:30,6.60%
2023-09-08 02:42:35,2.80%
2023-09-08 02:42:40,6.60%
2023-09-08 02:42:45,6.60%
2023-09-08 02:42:50,6.40%
2023-09-08 02:42:55,4.60%
2023-09-08 02:43:00,6.60%
2023-09-08 02:43:05,4.00%
2023-09-08 02:43:10,4.40%
2023-09-08 02:43:15,14.8%
2023-09-08 02:43:20,12.0%
2023-09-08 02:43:25,13.6%
2023-09-08 02:43:30,18.4%
2023-09-08 02:43:35,10.4%
2023-09-08 02:43:40,7.20%
2023-09-08 02:43:45,11.2%
2023-09-08 02:43:50,9.60%
2023-09-08 02:43:55,8.20%
2023-09-08 02:44:00,12.6%
2023-09-08 02:44:05,15.0%
2023-09-08 02:44:10,9.00%
2023-09-08 02:44:15,5.20%
2023-09-08 02:44:20,8.60%
2023-09-08 02:44:25,14.8%
2023-09-08 02:44:30,13.4%
2023-09-08 02:44:35,13.8%
2023-09-08 02:44:40,7.20%
2023-09-08 02:44:45,8.60%
2023-09-08 02:44:50,12.2%
2023-09-08 02:44:55,13.0%
2023-09-08 02:45:00,14.0%
2023-09-08 02:45:05,19.0%
2023-09-08 02:45:10,21.8%
2023-09-08 02:45:15,13.4%
2023-09-08 02:45:20,12.6%
2023-09-08 02:45:25,20.2%
2023-09-08 02:45:30,15.0%
2023-09-08 02:45:35,16.8%
2023-09-08 02:45:40,10.4%
2023-09-08 02:45:45,11.6%
2023-09-08 02:45:50,9.80%
2023-09-08 02:45:55,16.4%
2023-09-08 02:46:00,3.60%
2023-09-08 02:46:05,15.0%
2023-09-08 02:46:10,15.2%
2023-09-08 02:46:15,12.4%
2023-09-08 02:46:20,13.4%
2023-09-08 02:46:25,7.00%
2023-09-08 02:46:30,15.4%
2023-09-08 02:46:35,14.4%
2023-09-08 02:46:40,13.4%
2023-09-08 02:46:45,14.0%
2023-09-08 02:46:50,12.0%
2023-09-08 02:46:55,6.60%
2023-09-08 02:47:00,13.2%
2023-09-08 02:47:05,16.6%
2023-09-08 02:47:10,11.6%
2023-09-08 02:47:15,8.80%
2023-09-08 02:47:20,19.8%
2023-09-08 02:47:25,10.6%
2023-09-08 02:47:30,17.6%
2023-09-08 02:47:35,10.8%
2023-09-08 02:47:40,13.6%
2023-09-08 02:47:45,11.6%
2023-09-08 02:47:50,9.60%
2023-09-08 02:47:55,17.6%
2023-09-08 02:48:00,14.0%
2023-09-08 02:48:05,15.2%
2023-09-08 02:48:10,17.4%
2023-09-08 02:48:15,12.0%
2023-09-08 02:48:20,11.0%
2023-09-08 02:48:25,7.20%
2023-09-08 02:48:30,9.20%
2023-09-08 02:48:35,10.2%
2023-09-08 02:48:40,9.60%
2023-09-08 02:48:45,11.2%
2023-09-08 02:48:50,14.2%
2023-09-08 02:48:55,12.2%
2023-09-08 02:49:00,7.40%
2023-09-08 02:49:05,11.6%
2023-09-08 02:49:10,9.60%
2023-09-08 02:49:15,13.6%
2023-09-08 02:49:20,14.4%
2023-09-08 02:49:25,11.8%
2023-09-08 02:49:30,8.40%
2023-09-08 02:49:35,8.20%
2023-09-08 02:49:40,13.6%
2023-09-08 02:49:45,11.8%
2023-09-08 02:49:50,12.0%
2023-09-08 02:49:55,19.2%
2023-09-08 02:50:00,14.8%
2023-09-08 02:50:05,10.2%
2023-09-08 02:50:10,15.0%
2023-09-08 02:50:15,24.0%
2023-09-08 02:50:20,19.2%
2023-09-08 02:50:25,15.2%
2023-09-08 02:50:30,22.2%
2023-09-08 02:50:35,13.2%
2023-09-08 02:50:40,21.6%
2023-09-08 02:50:45,27.6%
2023-09-08 02:50:50,23.8%
2023-09-08 02:50:55,19.0%
2023-09-08 02:51:00,28.2%
2023-09-08 02:51:05,23.2%
2023-09-08 02:51:10,38.0%
2023-09-08 02:51:15,30.0%
2023-09-08 02:51:20,31.6%
2023-09-08 02:51:25,13.8%
2023-09-08 02:51:30,33.4%
2023-09-08 02:51:35,13.4%
2023-09-08 02:51:40,27.2%
2023-09-08 02:51:45,16.4%
2023-09-08 02:51:50,31.6%
2023-09-08 02:51:55,27.0%
2023-09-08 02:52:00,28.8%
2023-09-08 02:52:05,29.2%
2023-09-08 02:52:10,19.0%
2023-09-08 02:52:15,20.4%
2023-09-08 02:52:20,19.4%
2023-09-08 02:52:25,23.6%
2023-09-08 02:52:30,31.6%
2023-09-08 02:52:35,29.0%
2023-09-08 02:52:40,26.6%
2023-09-08 02:52:45,34.6%
2023-09-08 02:52:50,12.6%
2023-09-08 02:52:55,10.2%
2023-09-08 02:53:00,25.2%
2023-09-08 02:53:05,13.6%
2023-09-08 02:53:10,20.4%
2023-09-08 02:53:15,8.40%
2023-09-08 02:53:20,18.6%
2023-09-08 02:53:25,22.2%
2023-09-08 02:53:30,21.2%
2023-09-08 02:53:35,7.20%
2023-09-08 02:53:40,14.0%
2023-09-08 02:53:45,11.0%
2023-09-08 02:53:50,11.0%
2023-09-08 02:53:55,10.6%
2023-09-08 02:54:00,24.6%
2023-09-08 02:54:05,32.0%
2023-09-08 02:54:10,29.4%
2023-09-08 02:54:15,26.0%
2023-09-08 02:54:20,24.0%
2023-09-08 02:54:25,11.4%
2023-09-08 02:54:30,20.0%
2023-09-08 02:54:35,17.6%
2023-09-08 02:54:40,23.2%
2023-09-08 02:54:45,13.6%
2023-09-08 02:54:50,22.8%
2023-09-08 02:54:55,14.6%
2023-09-08 02:55:00,26.8%
2023-09-08 02:55:05,13.8%
2023-09-08 02:55:10,18.6%
2023-09-08 02:55:15,17.2%
2023-09-08 02:55:20,15.4%
2023-09-08 02:55:25,13.0%
2023-09-08 02:55:30,6.00%
2023-09-08 02:55:35,9.80%
2023-09-08 02:55:40,14.6%
2023-09-08 02:55:45,13.8%
2023-09-08 02:55:50,20.6%
2023-09-08 02:55:55,24.6%
2023-09-08 02:56:00,14.2%
2023-09-08 02:56:05,18.4%
2023-09-08 02:56:10,23.0%
2023-09-08 02:56:15,15.6%
2023-09-08 02:56:20,10.8%
2023-09-08 02:56:25,14.2%
2023-09-08 02:56:30,22.4%
2023-09-08 02:56:35,14.0%
2023-09-08 02:56:40,5.40%
2023-09-08 02:56:45,18.8%
2023-09-08 02:56:50,24.4%
2023-09-08 02:56:55,17.0%
2023-09-08 02:57:00,14.8%
2023-09-08 02:57:05,19.2%
2023-09-08 02:57:10,26.4%
2023-09-08 02:57:15,19.8%
2023-09-08 02:57:20,8.80%
2023-09-08 02:57:25,21.0%
2023-09-08 02:57:30,27.8%
2023-09-08 02:57:35,15.6%
2023-09-08 02:57:40,8.20%
2023-09-08 02:57:45,17.6%
2023-09-08 02:57:50,9.60%
2023-09-08 02:57:55,17.0%
2023-09-08 02:58:00,15.0%
2023-09-08 02:58:05,16.4%
2023-09-08 02:58:10,25.6%
2023-09-08 02:58:15,18.2%
2023-09-08 02:58:20,18.0%
2023-09-08 02:58:25,15.0%
2023-09-08 02:58:30,10.6%
2023-09-08 02:58:35,23.2%
2023-09-08 02:58:40,2.60%
2023-09-08 02:58:45,8.40%
2023-09-08 02:58:50,9.40%
2023-09-08 02:58:55,15.8%
2023-09-08 02:59:00,16.0%
2023-09-08 02:59:05,12.0%
2023-09-08 02:59:10,23.2%
2023-09-08 02:59:15,20.4%
2023-09-08 02:59:20,15.8%
2023-09-08 02:59:25,18.2%
2023-09-08 02:59:30,10.0%
2023-09-08 02:59:35,19.0%
2023-09-08 02:59:40,23.8%
2023-09-08 02:59:45,11.8%
2023-09-08 02:59:50,13.4%
2023-09-08 02:59:55,22.2%
2023-09-08 03:00:00,13.2%
2023-09-08 03:00:05,16.0%
2023-09-08 03:00:10,18.4%
2023-09-08 03:00:15,17.0%
2023-09-08 03:00:20,17.2%
2023-09-08 03:00:25,17.2%
2023-09-08 03:00:30,19.6%
2023-09-08 03:00:35,15.0%
2023-09-08 03:00:40,11.8%
2023-09-08 03:00:45,24.0%
2023-09-08 03:00:50,14.4%
2023-09-08 03:00:55,15.0%
2023-09-08 03:01:00,7.20%
2023-09-08 03:01:05,19.8%
2023-09-08 03:01:10,6.00%
2023-09-08 03:01:15,18.4%
2023-09-08 03:01:20,8.60%
2023-09-08 03:01:25,11.0%
2023-09-08 03:01:30,16.4%
2023-09-08 03:01:35,14.0%
2023-09-08 03:01:40,24.4%
2023-09-08 03:01:45,17.0%
2023-09-08 03:01:50,15.6%
2023-09-08 03:01:55,17.8%
2023-09-08 03:02:00,11.6%
2023-09-08 03:02:05,22.2%
2023-09-08 03:02:10,11.4%
2023-09-08 03:02:15,12.6%
2023-09-08 03:02:20,3.80%
2023-09-08 03:02:25,21.2%
2023-09-08 03:02:30,8.60%
2023-09-08 03:02:35,10.2%
2023-09-08 03:02:40,22.0%
2023-09-08 03:02:45,15.0%
2023-09-08 03:02:50,16.4%
2023-09-08 03:02:55,20.4%
2023-09-08 03:03:00,15.0%
2023-09-08 03:03:05,16.4%
2023-09-08 03:03:10,14.6%
2023-09-08 03:03:15,28.8%
2023-09-08 03:03:20,13.0%
2023-09-08 03:03:25,11.4%
2023-09-08 03:03:30,12.4%
2023-09-08 03:03:35,29.0%
2023-09-08 03:03:40,25.2%
2023-09-08 03:03:45,25.6%
2023-09-08 03:03:50,23.4%
2023-09-08 03:03:55,24.6%
2023-09-08 03:04:00,14.2%
2023-09-08 03:04:05,8.00%
2023-09-08 03:04:10,26.4%
2023-09-08 03:04:15,24.2%
2023-09-08 03:04:20,13.0%
2023-09-08 03:04:25,20.2%
2023-09-08 03:04:30,7.60%
2023-09-08 03:04:35,12.6%
2023-09-08 03:04:40,11.6%
2023-09-08 03:04:45,11.0%
2023-09-08 03:04:50,10.2%
2023-09-08 03:04:55,15.8%
2023-09-08 03:05:00,6.40%
2023-09-08 03:05:05,16.2%
2023-09-08 03:05:10,13.8%
2023-09-08 03:05:15,17.8%
2023-09-08 03:05:20,9.60%
2023-09-08 03:05:25,11.4%
2023-09-08 03:05:30,8.00%
2023-09-08 03:05:35,11.0%
2023-09-08 03:05:40,8.00%
2023-09-08 03:05:45,15.6%
2023-09-08 03:05:50,16.4%
2023-09-08 03:05:55,13.8%
2023-09-08 03:06:00,9.40%
2023-09-08 03:06:05,9.20%
2023-09-08 03:06:10,5.20%
2023-09-08 03:06:15,18.6%
2023-09-08 03:06:20,18.6%
2023-09-08 03:06:25,11.0%
2023-09-08 03:06:30,10.2%
2023-09-08 03:06:35,17.0%
2023-09-08 03:06:40,15.0%
2023-09-08 03:06:45,12.4%
2023-09-08 03:06:50,13.6%
2023-09-08 03:06:55,16.0%
2023-09-08 03:07:00,10.6%
2023-09-08 03:07:05,7.60%
2023-09-08 03:07:10,23.4%
2023-09-08 03:07:15,8.60%
2023-09-08 03:07:20,12.8%
2023-09-08 03:07:25,14.6%
2023-09-08 03:07:30,14.2%
2023-09-08 03:07:35,16.4%
2023-09-08 03:07:40,12.6%
2023-09-08 03:07:45,10.8%
2023-09-08 03:07:50,14.4%
2023-09-08 03:07:55,9.60%
2023-09-08 03:08:00,19.2%
2023-09-08 03:08:05,11.2%
2023-09-08 03:08:10,18.4%
2023-09-08 03:08:15,7.60%
2023-09-08 03:08:20,9.20%
2023-09-08 03:08:25,10.8%
2023-09-08 03:08:30,9.60%
2023-09-08 03:08:35,15.6%
2023-09-08 03:08:40,10%
2023-09-08 03:08:45,17.4%
2023-09-08 03:08:50,14.8%
2023-09-08 03:08:55,14.2%
2023-09-08 03:09:00,15.6%
2023-09-08 03:09:05,25.0%
2023-09-08 03:09:10,19.2%
2023-09-08 03:09:15,12.8%
2023-09-08 03:09:20,17.4%
2023-09-08 03:09:25,11.0%
2023-09-08 03:09:30,16.0%
2023-09-08 03:09:35,10.8%
2023-09-08 03:09:40,5.80%
2023-09-08 03:09:45,13.4%
2023-09-08 03:09:50,10.6%
2023-09-08 03:09:55,16.4%
2023-09-08 03:10:00,15.8%
2023-09-08 03:10:05,29.0%
2023-09-08 03:10:10,20.8%
2023-09-08 03:10:15,18.0%
2023-09-08 03:10:20,16.0%
2023-09-08 03:10:25,7.40%
2023-09-08 03:10:30,7.60%
2023-09-08 03:10:35,14.6%
2023-09-08 03:10:40,8.60%
2023-09-08 03:10:45,18.2%
2023-09-08 03:10:50,9.20%
2023-09-08 03:10:55,12.8%
2023-09-08 03:11:00,14.4%
2023-09-08 03:11:05,13.6%
2023-09-08 03:11:10,17.2%
2023-09-08 03:11:15,6.60%
2023-09-08 03:11:20,14.2%
2023-09-08 03:11:25,11.6%
2023-09-08 03:11:30,16.8%
2023-09-08 03:11:35,10.0%
2023-09-08 03:11:40,11.0%
2023-09-08 03:11:45,12.4%
2023-09-08 03:11:50,11.2%
2023-09-08 03:11:55,9.20%
2023-09-08 03:12:00,11.8%
2023-09-08 03:12:05,12.2%
2023-09-08 03:12:10,12.2%
2023-09-08 03:12:15,21.2%
2023-09-08 03:12:20,12.6%
2023-09-08 03:12:25,12.0%
2023-09-08 03:12:30,9.40%
2023-09-08 03:12:35,8.40%
2023-09-08 03:12:40,11.4%
2023-09-08 03:12:45,6.40%
2023-09-08 03:12:50,17.4%
2023-09-08 03:12:55,13.4%
2023-09-08 03:13:00,11.8%
2023-09-08 03:13:05,15.8%
2023-09-08 03:13:10,20.2%
2023-09-08 03:13:15,16.4%
2023-09-08 03:13:20,15.8%
2023-09-08 03:13:25,23.0%
2023-09-08 03:13:30,10.4%
2023-09-08 03:13:35,14.6%
2023-09-08 03:13:40,13.2%
2023-09-08 03:13:45,18.0%
2023-09-08 03:13:50,13.8%
2023-09-08 03:13:55,15.8%
2023-09-08 03:14:00,16.8%
2023-09-08 03:14:05,19.4%
2023-09-08 03:14:10,27.0%
2023-09-08 03:14:15,10.00%
2023-09-08 03:14:20,13.0%
2023-09-08 03:14:25,11.0%
2023-09-08 03:14:30,11.2%
2023-09-08 03:14:35,15.8%
2023-09-08 03:14:40,22.8%
2023-09-08 03:14:45,11.8%
2023-09-08 03:14:50,15.2%
2023-09-08 03:14:55,19.0%
2023-09-08 03:15:00,20.4%
2023-09-08 03:15:05,15.4%
2023-09-08 03:15:10,22.6%
2023-09-08 03:15:15,18.6%
2023-09-08 03:15:20,8.60%
2023-09-08 03:15:25,8.00%
2023-09-08 03:15:30,15.4%
2023-09-08 03:15:35,15.2%
2023-09-08 03:15:40,19.6%
2023-09-08 03:15:45,14.2%
2023-09-08 03:15:50,7.60%
2023-09-08 03:15:55,6.40%
2023-09-08 03:16:00,11.8%
2023-09-08 03:16:05,21.4%
2023-09-08 03:16:10,20.6%
2023-09-08 03:16:15,18.0%
2023-09-08 03:16:20,12.8%
2023-09-08 03:16:25,12.8%
2023-09-08 03:16:30,21.4%
2023-09-08 03:16:35,22.2%
2023-09-08 03:16:40,16.8%
2023-09-08 03:16:45,14.8%
2023-09-08 03:16:50,24.4%
2023-09-08 03:16:55,10.8%
2023-09-08 03:17:00,23.0%
2023-09-08 03:17:05,25.0%
2023-09-08 03:17:10,17.0%
2023-09-08 03:17:15,19.4%
2023-09-08 03:17:20,14.8%
2023-09-08 03:17:25,12.0%
2023-09-08 03:17:30,19.6%
2023-09-08 03:17:35,17.2%
2023-09-08 03:17:40,6.00%
2023-09-08 03:17:45,16.4%
2023-09-08 03:17:50,8.00%
2023-09-08 03:17:55,16.6%
2023-09-08 03:18:00,10.2%
2023-09-08 03:18:05,20.8%
2023-09-08 03:18:10,26.0%
2023-09-08 03:18:15,8.60%
2023-09-08 03:18:20,20.2%
2023-09-08 03:18:25,17.0%
2023-09-08 03:18:30,15.4%
2023-09-08 03:18:35,25.6%
2023-09-08 03:18:40,11.0%
2023-09-08 03:18:45,11.8%
2023-09-08 03:18:50,21.4%
2023-09-08 03:18:55,26.2%
2023-09-08 03:19:00,30.0%
2023-09-08 03:19:05,21.2%
2023-09-08 03:19:10,27.8%
2023-09-08 03:19:15,19.2%
2023-09-08 03:19:20,23.2%
2023-09-08 03:19:25,30.0%
2023-09-08 03:19:30,18.8%
2023-09-08 03:19:35,10.2%
2023-09-08 03:19:40,15.2%
2023-09-08 03:19:45,14.8%
2023-09-08 03:19:50,14.2%
2023-09-08 03:19:55,26.2%
2023-09-08 03:20:00,28.4%
2023-09-08 03:20:05,16.4%
2023-09-08 03:20:10,16.6%
2023-09-08 03:20:15,27.8%
2023-09-08 03:20:20,22.4%
2023-09-08 03:20:25,25.4%
2023-09-08 03:20:30,20.8%
2023-09-08 03:20:35,13.2%
2023-09-08 03:20:40,21.8%
2023-09-08 03:20:45,30.8%
2023-09-08 03:20:50,32.4%
2023-09-08 03:20:55,22.8%
2023-09-08 03:21:00,29.4%
2023-09-08 03:21:05,17.0%
2023-09-08 03:21:10,29.4%
2023-09-08 03:21:15,15.8%
2023-09-08 03:21:20,22.8%
2023-09-08 03:21:25,9.60%
2023-09-08 03:21:30,27.2%
2023-09-08 03:21:35,28.8%
2023-09-08 03:21:40,28.2%
2023-09-08 03:21:45,22.4%
2023-09-08 03:21:50,21.0%
2023-09-08 03:21:55,27.6%
2023-09-08 03:22:00,18.0%
2023-09-08 03:22:05,22.8%
2023-09-08 03:22:10,38.6%
2023-09-08 03:22:15,24.0%
2023-09-08 03:22:20,32.8%
2023-09-08 03:22:25,32.8%
2023-09-08 03:22:30,22.8%
2023-09-08 03:22:35,7.00%
2023-09-08 03:22:40,9.40%
2023-09-08 03:22:45,16.6%
2023-09-08 03:22:50,11.0%
2023-09-08 03:22:55,11.0%
2023-09-08 03:23:00,23.0%
2023-09-08 03:23:05,25.2%
2023-09-08 03:23:10,38.8%
2023-09-08 03:23:15,26.2%
2023-09-08 03:23:20,11.4%
2023-09-08 03:23:25,26.6%
2023-09-08 03:23:30,21.4%
2023-09-08 03:23:35,21.8%
2023-09-08 03:23:40,22.4%
2023-09-08 03:23:45,5.40%
2023-09-08 03:23:50,16.8%
2023-09-08 03:23:55,16.6%
2023-09-08 03:24:00,16.6%
2023-09-08 03:24:05,16.8%
2023-09-08 03:24:10,23.2%
2023-09-08 03:24:15,21.6%
2023-09-08 03:24:20,31.4%
2023-09-08 03:24:25,28.4%
2023-09-08 03:24:30,26.2%
2023-09-08 03:24:35,33.6%
2023-09-08 03:24:40,25.4%
2023-09-08 03:24:45,16.4%
2023-09-08 03:24:50,12.2%
2023-09-08 03:24:55,10.8%
2023-09-08 03:25:00,15.8%
2023-09-08 03:25:05,12.8%
2023-09-08 03:25:10,12.8%
2023-09-08 03:25:15,24.0%
2023-09-08 03:25:20,22.0%
